rootuew,type,type.1,struc,NSE,en,de,reflex,rootipa
ćeŋattɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲeŋattɜ
ćeŋatta,Rest,,,6.0,own,eigen,saját,t͡ʃʲeŋatta
ćeŋatkɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲeŋatkɜ
ćeŋatka,Rest,,,6.0,own,eigen,saját,t͡ʃʲeŋatka
ćeŋaktɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲeŋaktɜ
ćeŋakta,Rest,,,6.0,own,eigen,saját,t͡ʃʲeŋakta
ćeksuttɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲeksuttɜ
ćeksutta,Rest,,,6.0,own,eigen,saját,t͡ʃʲeksutta
ćawɜtkɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲawɜtkɜ
ćawɜtka,Rest,,,6.0,own,eigen,saját,t͡ʃʲawɜtka
ćawɜktɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲawɜktɜ
ćawɜkta,Rest,,,6.0,own,eigen,saját,t͡ʃʲawɜkta
ćawattɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲawattɜ
ćawatta,Rest,,,6.0,own,eigen,saját,t͡ʃʲawatta
ćawatkɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲawatkɜ
ćawatka,Rest,,,6.0,own,eigen,saját,t͡ʃʲawatka
ćaŋsɜttɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋsɜttɜ
ćaŋsɜtta,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋsɜtta
ćaŋsɜtkɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋsɜtkɜ
ćaŋsɜtka,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋsɜtka
ćaŋsɜktɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋsɜktɜ
ćaŋsɜkta,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋsɜkta
ćaŋsattɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋsattɜ
ćaŋsatta,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋsatta
ćaŋattɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋattɜ
ćaŋatta,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋatta
ćaŋatkɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋatkɜ
ćaŋatka,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋatka
ćaŋaktɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋaktɜ
ćaŋakta,Rest,,,6.0,own,eigen,saját,t͡ʃʲaŋakta
ćaksuttɜ,Rest,,,6.0,own,eigen,saját,t͡ʃʲaksuttɜ
ćaksutta,Rest,,,6.0,own,eigen,saját,t͡ʃʲaksutta
ćeksutkɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲeksutkɜ
ćeksutka,Rest,,,5.83,own,eigen,saját,t͡ʃʲeksutka
ćeksuktɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲeksuktɜ
ćeksukta,Rest,,,5.83,own,eigen,saját,t͡ʃʲeksukta
ćeksɜttɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲeksɜttɜ
ćeksɜtta,Rest,,,5.83,own,eigen,saját,t͡ʃʲeksɜtta
ćeksɜtkɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲeksɜtkɜ
ćeksɜtka,Rest,,,5.83,own,eigen,saját,t͡ʃʲeksɜtka
ćaŋsatkɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲaŋsatkɜ
ćaŋsatka,Rest,,,5.83,own,eigen,saját,t͡ʃʲaŋsatka
ćaŋsaktɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲaŋsaktɜ
ćaŋsakta,Rest,,,5.83,own,eigen,saját,t͡ʃʲaŋsakta
ćaŋuttɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲaŋuttɜ
ćaŋutta,Rest,,,5.83,own,eigen,saját,t͡ʃʲaŋutta
ćaŋutkɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲaŋutkɜ
ćaŋutka,Rest,,,5.83,own,eigen,saját,t͡ʃʲaŋutka
ćaksutkɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲaksutkɜ
ćaksutka,Rest,,,5.83,own,eigen,saját,t͡ʃʲaksutka
ćaksuktɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲaksuktɜ
ćaksukta,Rest,,,5.83,own,eigen,saját,t͡ʃʲaksukta
ćaksɜttɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲaksɜttɜ
ćaksɜtta,Rest,,,5.83,own,eigen,saját,t͡ʃʲaksɜtta
ćaksɜtkɜ,Rest,,,5.83,own,eigen,saját,t͡ʃʲaksɜtkɜ
ćaksɜtka,Rest,,,5.83,own,eigen,saját,t͡ʃʲaksɜtka
ćȣwakte,Rest,,,5.5,own,eigen,saját,t͡ʃʲȣwakte
ćȣŋsutte,Rest,,,5.5,own,eigen,saját,t͡ʃʲȣŋsutte
ćȣŋsutke,Rest,,,5.5,own,eigen,saját,t͡ʃʲȣŋsutke
ćȣŋsukte,Rest,,,5.5,own,eigen,saját,t͡ʃʲȣŋsukte
ćȣksɜkte,Rest,,,5.5,own,eigen,saját,t͡ʃʲȣksɜkte
ćȣksatte,Rest,,,5.5,own,eigen,saját,t͡ʃʲȣksatte
ćȣksatke,Rest,,,5.5,own,eigen,saját,t͡ʃʲȣksatke
ćȣksakte,Rest,,,5.5,own,eigen,saját,t͡ʃʲȣksakte
ćuwakte,Rest,,,5.33,own,eigen,saját,t͡ʃʲuwakte
ćuŋsutte,Rest,,,5.33,own,eigen,saját,t͡ʃʲuŋsutte
ćuŋsutke,Rest,,,5.33,own,eigen,saját,t͡ʃʲuŋsutke
ćuŋsukte,Rest,,,5.33,own,eigen,saját,t͡ʃʲuŋsukte
ćȣwutte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣwutte
ćȣwutke,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣwutke
ćȣwukte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣwukte
ćȣwɜtte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣwɜtte
ćȣŋukte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣŋukte
ćȣŋɜtte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣŋɜtte
ćȣŋɜtke,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣŋɜtke
ćȣŋɜkte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣŋɜkte
ćȣŋatte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣŋatte
ćȣŋatke,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣŋatke
ćȣŋakte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣŋakte
ćȣksutte,Rest,,,5.33,own,eigen,saját,t͡ʃʲȣksutte
ćowakte,Rest,,,5.33,own,eigen,saját,t͡ʃʲowakte
ćoŋsutte,Rest,,,5.33,own,eigen,saját,t͡ʃʲoŋsutte
ćoŋsutke,Rest,,,5.33,own,eigen,saját,t͡ʃʲoŋsutke
ćoŋsukte,Rest,,,5.33,own,eigen,saját,t͡ʃʲoŋsukte
ćoŋukte,Rest,,,5.33,own,eigen,saját,t͡ʃʲoŋukte
ćoŋɜtte,Rest,,,5.33,own,eigen,saját,t͡ʃʲoŋɜtte
ćoŋɜtke,Rest,,,5.33,own,eigen,saját,t͡ʃʲoŋɜtke
ćoŋɜkte,Rest,,,5.33,own,eigen,saját,t͡ʃʲoŋɜkte
ćuwutte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuwutte
ćuwutke,Rest,,,5.17,own,eigen,saját,t͡ʃʲuwutke
ćuwukte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuwukte
ćuwɜtte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuwɜtte
ćuŋukte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuŋukte
ćuŋɜtte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuŋɜtte
ćuŋɜtke,Rest,,,5.17,own,eigen,saját,t͡ʃʲuŋɜtke
ćuŋɜkte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuŋɜkte
ćuksɜkte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuksɜkte
ćuksatte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuksatte
ćuksatke,Rest,,,5.17,own,eigen,saját,t͡ʃʲuksatke
ćuksakte,Rest,,,5.17,own,eigen,saját,t͡ʃʲuksakte
ćȣwɜtke,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣwɜtke
ćȣwɜkte,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣwɜkte
ćȣwatte,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣwatte
ćȣwatke,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣwatke
ćȣŋsɜtte,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣŋsɜtte
ćȣŋsɜtke,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣŋsɜtke
ćȣŋsɜkte,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣŋsɜkte
ćȣŋsatte,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣŋsatte
ćȣksutke,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣksutke
ćȣksukte,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣksukte
ćȣksɜtte,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣksɜtte
ćȣksɜtke,Rest,,,5.17,own,eigen,saját,t͡ʃʲȣksɜtke
ćowutte,Rest,,,5.17,own,eigen,saját,t͡ʃʲowutte
ćowutke,Rest,,,5.17,own,eigen,saját,t͡ʃʲowutke
ćowukte,Rest,,,5.17,own,eigen,saját,t͡ʃʲowukte
ćowɜtte,Rest,,,5.17,own,eigen,saját,t͡ʃʲowɜtte
ćoŋsɜtte,Rest,,,5.17,own,eigen,saját,t͡ʃʲoŋsɜtte
ćoŋsɜtke,Rest,,,5.17,own,eigen,saját,t͡ʃʲoŋsɜtke
ćoŋsɜkte,Rest,,,5.17,own,eigen,saját,t͡ʃʲoŋsɜkte
ćoŋsatte,Rest,,,5.17,own,eigen,saját,t͡ʃʲoŋsatte
ćoksɜkte,Rest,,,5.17,own,eigen,saját,t͡ʃʲoksɜkte
ćoksatte,Rest,,,5.17,own,eigen,saját,t͡ʃʲoksatte
ćoksatke,Rest,,,5.17,own,eigen,saját,t͡ʃʲoksatke
ćoksakte,Rest,,,5.17,own,eigen,saját,t͡ʃʲoksakte
ćɜŋukte,Rest,,,5.17,own,eigen,saját,t͡ʃʲɜŋukte
ćɜŋɜtte,Rest,,,5.17,own,eigen,saját,t͡ʃʲɜŋɜtte
ćɜŋɜtke,Rest,,,5.17,own,eigen,saját,t͡ʃʲɜŋɜtke
ćɜŋɜkte,Rest,,,5.17,own,eigen,saját,t͡ʃʲɜŋɜkte
ćuwɜtke,Rest,,,5.0,own,eigen,saját,t͡ʃʲuwɜtke
ćuwɜkte,Rest,,,5.0,own,eigen,saját,t͡ʃʲuwɜkte
ćuwatte,Rest,,,5.0,own,eigen,saját,t͡ʃʲuwatte
ćuwatke,Rest,,,5.0,own,eigen,saját,t͡ʃʲuwatke
ćuŋsɜtte,Rest,,,5.0,own,eigen,saját,t͡ʃʲuŋsɜtte
ćuŋsɜtke,Rest,,,5.0,own,eigen,saját,t͡ʃʲuŋsɜtke
ćuŋsɜkte,Rest,,,5.0,own,eigen,saját,t͡ʃʲuŋsɜkte
ćuŋsatte,Rest,,,5.0,own,eigen,saját,t͡ʃʲuŋsatte
ćuŋatte,Rest,,,5.0,own,eigen,saját,t͡ʃʲuŋatte
ćuŋatke,Rest,,,5.0,own,eigen,saját,t͡ʃʲuŋatke
ćuŋakte,Rest,,,5.0,own,eigen,saját,t͡ʃʲuŋakte
ćuksutte,Rest,,,5.0,own,eigen,saját,t͡ʃʲuksutte
ćȣwaktɜ,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣwaktɜ
ćȣwakta,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣwakta
ćȣŋsuttɜ,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋsuttɜ
ćȣŋsutta,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋsutta
ćȣŋsutkɜ,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋsutkɜ
ćȣŋsutka,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋsutka
ćȣŋsuktɜ,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋsuktɜ
ćȣŋsukta,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋsukta
ćȣŋsatke,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋsatke
ćȣŋsakte,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋsakte
ćȣŋutte,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋutte
ćȣŋutke,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣŋutke
ćȣksɜktɜ,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣksɜktɜ
ćȣksɜkta,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣksɜkta
ćȣksattɜ,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣksattɜ
ćȣksatta,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣksatta
ćȣksatkɜ,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣksatkɜ
ćȣksatka,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣksatka
ćȣksaktɜ,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣksaktɜ
ćȣksakta,Rest,,,5.0,own,eigen,saját,t͡ʃʲȣksakta
ćowɜtke,Rest,,,5.0,own,eigen,saját,t͡ʃʲowɜtke
ćowɜkte,Rest,,,5.0,own,eigen,saját,t͡ʃʲowɜkte
ćowatte,Rest,,,5.0,own,eigen,saját,t͡ʃʲowatte
ćowatke,Rest,,,5.0,own,eigen,saját,t͡ʃʲowatke
ćoŋsatke,Rest,,,5.0,own,eigen,saját,t͡ʃʲoŋsatke
ćoŋsakte,Rest,,,5.0,own,eigen,saját,t͡ʃʲoŋsakte
ćoŋutte,Rest,,,5.0,own,eigen,saját,t͡ʃʲoŋutte
ćoŋutke,Rest,,,5.0,own,eigen,saját,t͡ʃʲoŋutke
ćoŋatte,Rest,,,5.0,own,eigen,saját,t͡ʃʲoŋatte
ćoŋatke,Rest,,,5.0,own,eigen,saját,t͡ʃʲoŋatke
ćoŋakte,Rest,,,5.0,own,eigen,saját,t͡ʃʲoŋakte
ćoksutte,Rest,,,5.0,own,eigen,saját,t͡ʃʲoksutte
ćɜwakte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜwakte
ćɜŋsutte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜŋsutte
ćɜŋsutke,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜŋsutke
ćɜŋsukte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜŋsukte
ćɜŋsɜtte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜŋsɜtte
ćɜŋsɜtke,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜŋsɜtke
ćɜŋsɜkte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜŋsɜkte
ćɜŋsatte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜŋsatte
ćɜksɜkte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜksɜkte
ćɜksatte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜksatte
ćɜksatke,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜksatke
ćɜksakte,Rest,,,5.0,own,eigen,saját,t͡ʃʲɜksakte
ćewakte,Rest,,,5.0,own,eigen,saját,t͡ʃʲewakte
ćeŋsutte,Rest,,,5.0,own,eigen,saját,t͡ʃʲeŋsutte
ćeŋsutke,Rest,,,5.0,own,eigen,saját,t͡ʃʲeŋsutke
ćeŋsukte,Rest,,,5.0,own,eigen,saját,t͡ʃʲeŋsukte
ćuwaktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲuwaktɜ
ćuwakta,Rest,,,4.83,own,eigen,saját,t͡ʃʲuwakta
ćuŋsuttɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋsuttɜ
ćuŋsutta,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋsutta
ćuŋsutkɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋsutkɜ
ćuŋsutka,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋsutka
ćuŋsuktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋsuktɜ
ćuŋsukta,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋsukta
ćuŋsatke,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋsatke
ćuŋsakte,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋsakte
ćuŋutte,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋutte
ćuŋutke,Rest,,,4.83,own,eigen,saját,t͡ʃʲuŋutke
ćuksutke,Rest,,,4.83,own,eigen,saját,t͡ʃʲuksutke
ćuksukte,Rest,,,4.83,own,eigen,saját,t͡ʃʲuksukte
ćuksɜtte,Rest,,,4.83,own,eigen,saját,t͡ʃʲuksɜtte
ćuksɜtke,Rest,,,4.83,own,eigen,saját,t͡ʃʲuksɜtke
ćȣwuttɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣwuttɜ
ćȣwutta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣwutta
ćȣwutkɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣwutkɜ
ćȣwutka,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣwutka
ćȣwuktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣwuktɜ
ćȣwukta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣwukta
ćȣwɜttɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣwɜttɜ
ćȣwɜtta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣwɜtta
ćȣŋuktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋuktɜ
ćȣŋukta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋukta
ćȣŋɜttɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋɜttɜ
ćȣŋɜtta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋɜtta
ćȣŋɜtkɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋɜtkɜ
ćȣŋɜtka,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋɜtka
ćȣŋɜktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋɜktɜ
ćȣŋɜkta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋɜkta
ćȣŋattɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋattɜ
ćȣŋatta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋatta
ćȣŋatkɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋatkɜ
ćȣŋatka,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋatka
ćȣŋaktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋaktɜ
ćȣŋakta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣŋakta
ćȣksuttɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣksuttɜ
ćȣksutta,Rest,,,4.83,own,eigen,saját,t͡ʃʲȣksutta
ćowaktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲowaktɜ
ćowakta,Rest,,,4.83,own,eigen,saját,t͡ʃʲowakta
ćoŋsuttɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋsuttɜ
ćoŋsutta,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋsutta
ćoŋsutkɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋsutkɜ
ćoŋsutka,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋsutka
ćoŋsuktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋsuktɜ
ćoŋsukta,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋsukta
ćoŋuktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋuktɜ
ćoŋukta,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋukta
ćoŋɜttɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋɜttɜ
ćoŋɜtta,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋɜtta
ćoŋɜtkɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋɜtkɜ
ćoŋɜtka,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋɜtka
ćoŋɜktɜ,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋɜktɜ
ćoŋɜkta,Rest,,,4.83,own,eigen,saját,t͡ʃʲoŋɜkta
ćoksutke,Rest,,,4.83,own,eigen,saját,t͡ʃʲoksutke
ćoksukte,Rest,,,4.83,own,eigen,saját,t͡ʃʲoksukte
ćoksɜtte,Rest,,,4.83,own,eigen,saját,t͡ʃʲoksɜtte
ćoksɜtke,Rest,,,4.83,own,eigen,saját,t͡ʃʲoksɜtke
ćɜwutte,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜwutte
ćɜwutke,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜwutke
ćɜwukte,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜwukte
ćɜwɜtte,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜwɜtte
ćɜŋsatke,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜŋsatke
ćɜŋsakte,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜŋsakte
ćɜŋutte,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜŋutte
ćɜŋutke,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜŋutke
ćɜŋatte,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜŋatte
ćɜŋatke,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜŋatke
ćɜŋakte,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜŋakte
ćɜksutte,Rest,,,4.83,own,eigen,saját,t͡ʃʲɜksutte
ćewutte,Rest,,,4.83,own,eigen,saját,t͡ʃʲewutte
ćewutke,Rest,,,4.83,own,eigen,saját,t͡ʃʲewutke
ćewukte,Rest,,,4.83,own,eigen,saját,t͡ʃʲewukte
ćewɜtte,Rest,,,4.83,own,eigen,saját,t͡ʃʲewɜtte
ćuwuttɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuwuttɜ
ćuwutta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuwutta
ćuwutkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuwutkɜ
ćuwutka,Rest,,,4.67,own,eigen,saját,t͡ʃʲuwutka
ćuwuktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuwuktɜ
ćuwukta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuwukta
ćuwɜttɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuwɜttɜ
ćuwɜtta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuwɜtta
ćuŋuktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuŋuktɜ
ćuŋukta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuŋukta
ćuŋɜttɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuŋɜttɜ
ćuŋɜtta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuŋɜtta
ćuŋɜtkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuŋɜtkɜ
ćuŋɜtka,Rest,,,4.67,own,eigen,saját,t͡ʃʲuŋɜtka
ćuŋɜktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuŋɜktɜ
ćuŋɜkta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuŋɜkta
ćuksɜktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuksɜktɜ
ćuksɜkta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuksɜkta
ćuksattɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuksattɜ
ćuksatta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuksatta
ćuksatkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuksatkɜ
ćuksatka,Rest,,,4.67,own,eigen,saját,t͡ʃʲuksatka
ćuksaktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲuksaktɜ
ćuksakta,Rest,,,4.67,own,eigen,saját,t͡ʃʲuksakta
ćȣwɜtkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣwɜtkɜ
ćȣwɜtka,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣwɜtka
ćȣwɜktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣwɜktɜ
ćȣwɜkta,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣwɜkta
ćȣwattɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣwattɜ
ćȣwatta,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣwatta
ćȣwatkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣwatkɜ
ćȣwatka,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣwatka
ćȣŋsɜttɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣŋsɜttɜ
ćȣŋsɜtta,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣŋsɜtta
ćȣŋsɜtkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣŋsɜtkɜ
ćȣŋsɜtka,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣŋsɜtka
ćȣŋsɜktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣŋsɜktɜ
ćȣŋsɜkta,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣŋsɜkta
ćȣŋsattɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣŋsattɜ
ćȣŋsatta,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣŋsatta
ćȣksutkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣksutkɜ
ćȣksutka,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣksutka
ćȣksuktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣksuktɜ
ćȣksukta,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣksukta
ćȣksɜttɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣksɜttɜ
ćȣksɜtta,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣksɜtta
ćȣksɜtkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣksɜtkɜ
ćȣksɜtka,Rest,,,4.67,own,eigen,saját,t͡ʃʲȣksɜtka
ćowuttɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲowuttɜ
ćowutta,Rest,,,4.67,own,eigen,saját,t͡ʃʲowutta
ćowutkɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲowutkɜ
ćowutka,Rest,,,4.67,own,eigen,saját,t͡ʃʲowutka
ćowuktɜ,Rest,,,4.67,own,eigen,saját,t͡ʃʲowuktɜ
ćowukta,Rest,,,4.67,own,eigen,saját,t͡ʃʲowukta
